"FIPS" "year" "lat" "long" "size" "population" "income" "basalpercent" "x" "y"
"2028" 39069 2000 41.33824 -84.0725 416.01 28045 23256 2 -0.0638309662279108 -1.23400104327912
"2030" 39073 2005 39.50699 -82.46987 421.32 29273 20123 36 -0.0441374944123109 -1.26712473105433
"2031" 39075 1998 40.57356 -81.92496 422.53 43025 17176 11 -0.0363257614422186 -1.24858018389377
"2032" 39077 2002 41.16267 -82.59927 491.5 59280 22005 6 -0.0448080722759994 -1.23792911180776
"2034" 39081 1994 40.39699 -80.76026 408.33 68389 21587 19 -0.0210751629670592 -1.25203994788682
"2035" 39083 2002 40.41346 -82.41434 525.49 60705 22628 6 -0.0428506813668303 -1.25119375315166
"2036" 39085 1989 41.71304 -81.23331 227.49 229582 28900 0 -0.0268015096058978 -1.22876645559118
"2038" 39089 2000 40.10159 -82.47755 682.5 167537 25977 10 -0.0438744233591988 -1.25665360713518
"2040" 39093 1999 41.30223 -82.15227 491.1 301478 25558 7 -0.0389082083764372 -1.23567192506919
"2041" 39095 1987 41.63381 -83.66265 340.86 437998 23857 6 -0.0582629202107878 -1.22907182008054
"2043" 39099 1994 41.02303 -80.77507 411.62 235145 23261 11 -0.0210830678350635 -1.2410179282278
"2044" 39101 2012 40.59704 -83.15753 403.76 66238 20430 2 -0.052497053436581 -1.2475911097091
"2045" 39103 1999 41.13394 -81.89219 421.36 173684 30528 5 -0.0356118267806782 -1.23873352089579
"2049" 39111 1998 39.74157 -81.08076 455.72 14549 20473 21 -0.025530282526277 -1.26350272535914
"2051" 39115 2002 39.63459 -81.85349 416.42 14911 19731 20 -0.0358553356966653 -1.26513724031428
"2052" 39117 2010 40.54079 -82.78487 406.08 34938 22060 0 -0.0476426884348512 -1.24877694472392
"2053" 39119 2000 39.97913 -81.94698 664.58 85950 21069 19 -0.036921872152135 -1.25903485440856
"2054" 39121 2000 39.77987 -81.4523 398.01 14579 18790 14 -0.0304530358692461 -1.26271878749053
"2055" 39123 1998 41.54577 -83.14384 254.92 41339 28404 7 -0.0516178797488281 -1.23091854740309
"2057" 39127 2002 39.74567 -82.23601 407.97 36015 19876 15 -0.040883496747743 -1.26302689108346
"2060" 39133 1994 41.18573 -81.19845 487.38 161451 25483 7 -0.0265496832656589 -1.23804939154948
"2063" 39139 2002 40.79095 -82.53194 495.27 122673 21966 6 -0.0441630993863995 -1.24449826820019
"2065" 39143 2000 41.36403 -83.14728 408.45 60510 22713 2 -0.0517964844014 -1.23411064265011
"2067" 39147 2007 41.12995 -83.12834 551.02 56018 21365 6 -0.0517224330040804 -1.23823573836648
"2069" 39151 1994 40.82956 -81.35753 575.27 374868 24212 5 -0.0287667141924777 -1.24426953155174
"2070" 39153 1994 41.13918 -81.52886 412.75 540811 27220 10 -0.0308738835642542 -1.23876843086153
"2071" 39155 1989 41.32061 -80.76268 618.3 207406 22127 18 -0.0208330300221905 -1.23578538993484
"2072" 39157 1998 40.45625 -81.4704 567.64 92392 20994 20 -0.0304040381437235 -1.25080441822467
"2075" 39163 2012 39.26374 -82.4758 412.36 13239 17301 43 -0.0443660174659954 -1.27140519625325
"2077" 39167 2002 39.47223 -81.48898 631.97 61475 23404 27 -0.0310731118271416 -1.26812498372663
"2078" 39169 1999 40.84352 -81.88672 554.93 114848 22892 9 -0.0356871136487462 -1.24384446382205
"2079" 39171 2000 41.56982 -84.58288 420.97 37513 21532 4 -0.0702242806592108 -1.22957365419922
"2080" 39173 2000 41.37086 -83.6287 617.21 128200 26696 1 -0.0580412331785001 -1.23371243180214
"2136" 42001 1973 39.87776 -77.2155 518.67 101482 26326 26 0.0258120752511657 -1.26109749636307
"2137" 42003 1981 40.46986 -79.9798 730.08 1229338 30530 13 -0.0107822544354535 -1.25088778755716
"2138" 42005 1981 40.81654 -79.46558 653.2 68409 22963 30 -0.00399478992974112 -1.24482478251738
"2139" 42007 1981 40.68327 -80.34774 434.71 170245 25095 24 -0.0155777665000439 -1.24707980914931
"2140" 42009 1974 40.01033 -78.48906 1012.3 49324 20922 42 0.00889537532202889 -1.25899516231158
"2141" 42011 1969 40.4192 -75.92717 856.51 413491 26332 16 0.0425792150292129 -1.25110189418054
"2142" 42013 1974 40.4817 -78.34849 525.8 127121 23561 40 0.0106865022330113 -1.25068013665486
"2143" 42015 1973 41.78997 -76.52777 1147.4 62792 21828 21 0.0340043755746793 -1.22723500559987
"2144" 42017 1969 40.34554 -75.10511 604.31 627053 36601 10 0.0534539650468984 -1.25198265743362
"2145" 42019 1981 40.91105 -79.9147 788.6 184970 29604 25 -0.00986383466735232 -1.24312860821057
"2146" 42021 1974 40.49715 -78.70954 688.35 141584 21925 23 0.00593408174643601 -1.25043968858377
"2147" 42023 1974 41.43266 -78.20545 396.23 4939 21605 59 0.0124005733504348 -1.23392755326733
"2148" 42025 1969 40.91925 -75.70968 381.46 65006 24144 45 0.0451224737691915 -1.24220416533397
"2149" 42027 1970 40.92177 -77.83002 1109.92 155171 24514 56 0.0174004200347472 -1.24285726984043
"2150" 42029 1972 39.98034 -75.74446 750.51 506575 42042 13 0.0452619550111307 -1.25874129863259
"2151" 42031 1981 41.19417 -79.41774 600.83 39646 21303 39 -0.00335022771699114 -1.23818100031464
"2152" 42033 1974 41.00176 -78.47781 1144.72 81184 20784 33 0.00891900599606044 -1.24153927929586
"2153" 42035 1973 41.23335 -77.64288 887.98 39517 20803 61 0.0197600110600245 -1.23733840607344
"2154" 42037 1972 41.04357 -76.40464 483.11 66887 22861 42 0.035974900746801 -1.24031392958982
"2155" 42039 1981 41.67433 -80.11081 1012.3 87598 20910 12 -0.01229459292749 -1.22967796142564
"2156" 42041 1973 40.16862 -77.26798 545.46 238614 30958 25 0.0250137299693797 -1.25598973457791
"2157" 42043 1972 40.41294 -76.78116 525.05 269665 28658 34 0.0313389461936575 -1.25154416010594
"2158" 42045 1972 39.9217 -75.3989 183.84 561098 32803 5 0.0498790536042724 -1.25960046691574
"2159" 42047 1974 41.41901 -78.64273 827.36 31550 22903 25 0.00672467032418779 -1.2342116522188
"2160" 42049 1981 41.98298 -80.03635 799.15 280646 23321 11 -0.0112812198311647 -1.22426083424649
"2161" 42051 1981 39.92315 -79.64515 790.34 135660 19717 29 -0.00642688674996168 -1.2605457392802
"2162" 42053 1981 41.50212 -79.22629 427.19 7667 14306 23 -0.000852360141234511 -1.23276779531111
"2163" 42055 1974 39.92519 -77.71774 772.22 151275 25298 25 0.0191350293290411 -1.26038094551072
"2164" 42057 1974 39.92472 -78.11327 437.55 14772 22541 49 0.0138898125493283 -1.26045794095255
"2165" 42059 1981 39.85443 -80.22112 575.95 38085 20636 20 -0.0140792150623208 -1.26169402307406
"2166" 42061 1973 40.42231 -77.97214 874.64 45943 20574 42 0.0156518775012448 -1.2516736242437
"2167" 42063 1974 40.65418 -79.08017 827.03 88218 21686 27 0.00105552054399674 -1.2476887518148
"2168" 42065 1974 41.12465 -78.99681 652.43 44764 21365 18 0.00213556459988701 -1.2394069381931
"2169" 42067 1973 40.52281 -77.40669 391.35 24904 20611 46 0.0230655832212767 -1.24978916387079
"2170" 42069 1970 41.43479 -75.61664 459.08 214477 25085 36 0.0460003124969857 -1.23309467807775
"2171" 42071 1972 40.0458 -76.24735 943.81 526823 26141 4 0.0385658267485134 -1.2578107688357
"2172" 42073 1981 40.9925 -80.32956 358.18 89871 22052 19 -0.0152722818111092 -1.24164035582562
"2173" 42075 1972 40.3682 -76.46312 361.83 135251 26238 26 0.0355491039434745 -1.25221975181786
"2174" 42077 1970 40.61644 -75.5917 345.17 355245 27801 12 0.0468645184842956 -1.2474736088275
"2175" 42079 1970 41.17811 -75.99021 890.33 321027 23956 50 0.0413038772988172 -1.23777916004942
"2176" 42081 1973 41.33273 -77.06608 1228.59 117168 22301 36 0.0272302280553455 -1.2354477092438
"2177" 42083 1974 41.80621 -78.57427 979.2 43127 21436 8 0.00757166651339018 -1.22739712023486
"2178" 42085 1981 41.29909 -80.26005 672.58 115655 22303 20 -0.0143018004705493 -1.23625685260766
"2179" 42087 1973 40.60757 -77.60614 411.03 46773 19758 50 0.0204184331494133 -1.24834277045574
"2180" 42089 1969 41.05923 -75.33934 608.29 168798 25096 45 0.0498633864032682 -1.23955744634902
"2181" 42091 1970 40.21878 -75.36395 483.04 808460 41163 2 0.0501332865812123 -1.2543539909728
"2182" 42093 1972 41.02093 -76.65954 130.24 18356 27784 13 0.0326588257255363 -1.2408042293882
"2183" 42095 1969 40.76019 -75.3088 369.67 299267 29020 30 0.0504749226654698 -1.24480014384186
"2184" 42097 1972 40.84224 -76.70856 458.37 94428 21899 32 0.0320999852300256 -1.24396474270771
"2185" 42099 1973 40.40263 -77.25225 551.45 45701 24688 45 0.0251388663699718 -1.2518656193233
"2186" 42103 1969 41.33282 -75.05037 544.96 56899 27989 61 0.0534237849741202 -1.23459082843872
"2187" 42105 1974 41.74554 -77.90296 1081.32 17577 21491 23 0.0162548495481249 -1.22837969026553
"2188" 42107 1969 40.70656 -76.21571 778.63 147063 22365 54 0.038624111990738 -1.24616869314704
"2189" 42109 1973 40.76744 -77.06556 328.71 39672 21891 34 0.0274562433902571 -1.24539283308828
"2190" 42111 1974 39.9778 -79.02493 1074.37 76957 20909 31 0.00179768422265178 -1.25959825773993
"2191" 42113 1972 41.4409 -76.52295 449.94 6461 21703 6 0.0342369564960104 -1.23336982108423
"2192" 42115 1970 41.82189 -75.80637 823.44 42696 23392 14 0.0432984675299388 -1.22638067915516
"2193" 42117 1974 41.76453 -77.26534 1133.79 42577 21420 29 0.0244886105775902 -1.22790915606996
"2194" 42119 1973 40.96011 -77.0648 315.98 44952 22135 36 0.0273914309874332 -1.24200229316018
"2195" 42121 1981 41.39196 -79.75873 674.28 54272 21128 46 -0.00777054770477504 -1.23468135219308
"2196" 42123 1981 41.80781 -79.27479 884.14 41146 23147 11 -0.00147497180964553 -1.22739145647045
"2197" 42125 1981 40.18882 -80.24718 856.99 208716 26987 15 -0.014357826753456 -1.25580097648137
"2198" 42127 1969 41.64987 -75.31038 725.6 51955 23500 15 0.0498202823826369 -1.22916032031185
"2199" 42129 1981 40.31403 -79.46266 1027.55 363395 26963 21 -0.00398466435585033 -1.25367178179502
"2200" 42131 1970 41.51624 -76.02976 397.32 28125 23375 34 0.0405928939787787 -1.23185109467408
"2201" 42133 1973 39.92591 -76.73011 904.18 437846 28042 20 0.0322304828801937 -1.2601013853444
"2202" 44001 1912 41.71248 -71.25485 24.16 49144 36382 0 0.102116086121088 -1.2248191025867
"2203" 44003 1912 41.67921 -71.57206 168.53 164843 32358 42 0.0980743260489208 -1.22573627590004
"2204" 44005 1912 41.56551 -71.23031 102.39 82036 37915 24 0.102647733008255 -1.22736831544784
"2205" 44007 1905 41.87511 -71.57468 409.5 628323 25973 49 0.097765906415517 -1.22230544616095
"2206" 44009 1912 41.48859 -71.6234 329.24 125946 36501 44 0.0976777812421907 -1.22913100116409
"2486" 50001 1934 44.03206 -73.1463 766.33 36745 27683 11 0.0751477622154252 -1.18597431325197
"2487" 50003 1938 43.03698 -73.0972 674.98 36697 27989 14 0.0768727251338582 -1.20334688861568
"2488" 50005 1934 44.46107 -72.095 648.86 31121 23246 9 0.0877033952707224 -1.17758034989889
"2489" 50007 1945 44.46173 -73.09516 536.58 158504 32533 8 0.07530614850721 -1.17842652465102
"2490" 50009 1934 44.72271 -71.74051 663.6 6226 20641 7 0.0917379004933063 -1.17268190846447
"2491" 50011 1960 44.85467 -72.9162 633.71 48214 25811 0 0.0770736763782625 -1.17142454436521
"2492" 50013 1960 44.80363 -73.30288 81.81 6983 33491 0 0.0723621331950443 -1.17261909881196
"2493" 50015 1934 44.604 -72.64148 458.8 24958 27457 7 0.0807597571347711 -1.17557029666806
"2494" 50017 1934 44.00901 -72.37895 687.03 28924 26269 17 0.0847491535215216 -1.18573167186121
"2495" 50019 1983 44.83745 -72.23834 693.27 27109 21000 13 0.0854482669046201 -1.17114531951892
"2496" 50021 1938 43.57989 -73.04194 929.82 60869 25814 20 0.0769597066562265 -1.19379852849426
"2497" 50023 1934 44.27674 -72.61217 687.23 59465 28992 23 0.0815165567111886 -1.1812587906027
"2498" 50025 1934 42.99072 -72.71759 785.31 43985 28131 21 0.0817333374980045 -1.20384027081521
"2499" 50027 1934 43.5849 -72.58492 969.34 56211 30236 21 0.082693140699236 -1.19332704028584
"2500" 51001 1986 37.95267 -75.30816 449.5 33341 23556 14 0.0524875743270608 -1.29422038503925
"2501" 51003 1989 38.02301 -78.55683 720.7 102251 37256 36 0.00822010042909864 -1.29401843674679
"2502" 51005 2000 37.77987 -80.01005 445.46 16230 22444 76 -0.0116039842118951 -1.29827798192682
"2503" 51007 1994 37.334 -77.98033 355.27 12759 24664 30 0.0162197433144213 -1.30608731830887
"2504" 51009 1994 37.59929 -79.14536 473.93 32384 22128 34 0.000208351949604463 -1.30151248157774
"2505" 51011 1998 37.36694 -78.812 333.49 15128 22721 35 0.00478834207103559 -1.30559871514685
"2506" 51015 1989 38.16069 -79.13193 967 73658 23861 35 0.000389278277225039 -1.29161791165969
"2507" 51017 1994 38.0571 -79.74402 529.16 4652 24878 73 -0.00794002739490694 -1.29341934532679
"2508" 51019 2000 37.31764 -79.52311 753.02 69590 27845 27 -0.00498342253876853 -1.30646684897277
"2509" 51021 2012 37.12787 -81.1294 357.73 6738 20291 45 -0.0271309621026121 -1.30953973985406
"2510" 51023 2000 37.55287 -79.81061 541.2 33154 30293 51 -0.00890700877022413 -1.30230016722899
"2511" 51025 1998 36.76573 -77.85873 566.17 17010 16991 39 0.0180279219838367 -1.31607899623732
"2513" 51029 1994 37.56512 -78.52957 579.66 17088 16938 44 0.00864482351917986 -1.30208602986811
"2514" 51031 1998 37.21993 -79.10233 503.87 55163 22588 28 0.000801695587628242 -1.30819811351341
"2515" 51033 1987 38.03107 -77.34893 527.51 28972 26030 40 0.0246618481841957 -1.2936674398702
"2517" 51036 1990 37.36044 -77.07583 182.82 7157 25241 39 0.0286382268368308 -1.30540795455805
"2518" 51037 1998 37.01267 -78.66527 475.27 12404 18210 30 0.00683647921643394 -1.31183309561214
"2519" 51041 1990 37.3888 -77.5763 423.3 323856 32546 42 0.0217556564284184 -1.30504090933646
"2520" 51043 1984 39.11702 -78.00738 176.18 14323 37551 21 0.0154667571094024 -1.27467048891253
"2521" 51045 2007 37.47021 -80.21256 329.53 5213 25046 61 -0.0144306119478164 -1.30370759121205
"2522" 51047 1984 38.49027 -77.95472 379.23 47911 27075 24 0.0163131293600531 -1.28570584146219
"2523" 51049 1994 37.50844 -78.24526 297.46 9849 21250 32 0.012549413817599 -1.30305324879371
"2525" 51053 1994 37.08111 -77.62783 503.72 27994 23246 44 0.0211355408652334 -1.31047438197751
"2526" 51057 1990 37.93628 -76.95573 257.12 11233 22495 33 0.0300523416971925 -1.29522454815267
"2527" 51059 1983 38.83589 -77.28296 390.97 1118602 50145 17 0.0252795864175618 -1.27946863689568
"2528" 51061 1983 38.74023 -77.80898 647.45 66542 40569 20 0.0182219703130542 -1.28127458028865
"2529" 51063 2012 36.92845 -80.36664 380.42 15390 21298 19 -0.0166652513907241 -1.31322932518841
"2530" 51065 1989 37.83463 -78.27996 286.01 25967 28864 43 0.0120204081683272 -1.29730901919389
"2531" 51067 2012 36.98942 -79.88843 690.43 56411 24677 32 -0.0100493505502858 -1.31222215293511
"2532" 51069 1984 39.21279 -78.27569 413.5 80317 29409 42 0.0118525673073806 -1.27302161394656
"2533" 51071 2007 37.30873 -80.70492 355.78 16928 21891 43 -0.0212303051041248 -1.30646089397164
"2534" 51073 1987 37.42132 -76.54653 217.81 36886 28623 33 0.0358780883075932 -1.30415568022601
"2535" 51075 1989 37.7219 -77.92086 281.42 21347 46697 55 0.016947805796596 -1.29924101217393
"2537" 51079 1987 38.29848 -78.46733 156.25 18771 26711 26 0.00940322696684785 -1.28915518652751
"2538" 51081 1994 36.67825 -77.55877 295.23 11851 18004 42 0.022207383158922 -1.31755680618421
"2539" 51083 1998 36.76155 -78.92968 817.84 35849 20744 37 0.00319770484655066 -1.31627223797513
"2540" 51085 1989 37.76225 -77.4869 468.54 100668 34505 36 0.0228672984099911 -1.29843904031571
"2541" 51087 1989 37.54289 -77.41621 233.7 314932 33364 28 0.0239039767871842 -1.30228715324541
"2543" 51091 1994 38.36503 -79.57788 415.16 2245 24922 57 -0.00565523838351998 -1.28800416202136
"2544" 51093 1990 36.88931 -76.72881 315.61 35399 30500 27 0.0336166976572653 -1.31359471245013
"2545" 51095 1990 37.3121 -76.77693 142.44 68967 39311 39 0.0327647853101058 -1.30616310550155
"2546" 51097 1990 37.72288 -76.90037 315.14 7046 25012 33 0.0308961995439001 -1.29896688782313
"2547" 51099 1987 38.27135 -77.16616 179.64 24500 34024 51 0.0270606814986873 -1.28938369827131
"2548" 51101 1987 37.70503 -77.08741 273.94 15981 27796 19 0.0283467147635304 -1.29933970015408
"2549" 51103 1998 37.7386 -76.47137 133.25 11236 29845 26 0.0367511987972209 -1.29853724970166
"2551" 51107 1983 39.09418 -77.64881 515.56 336898 46493 19 0.0202819747074026 -1.27500548071018
"2552" 51109 1989 37.97771 -77.95767 496.3 33430 28030 47 0.0163875527444429 -1.29473924397778
"2553" 51111 1998 36.94881 -78.24106 431.68 12588 17187 30 0.0127024119516171 -1.31291483011939
"2554" 51113 1986 38.41938 -78.28355 320.68 13200 27359 30 0.0118763075403986 -1.28700390402899
"2555" 51115 1987 37.42611 -76.35139 85.93 8884 29479 10 0.0385531610608887 -1.30399488518908
"2556" 51117 1998 36.68226 -78.34953 625.49 31749 19843 40 0.011244099827891 -1.3176253109078
"2557" 51119 1987 37.62426 -76.57298 130.31 10822 30654 32 0.0354177844210131 -1.3005902528176
"2558" 51121 2010 37.16767 -80.38793 387.01 95194 22861 33 -0.0169049791932377 -1.30901020243589
"2559" 51125 1994 37.7848 -78.88976 470.86 14827 26060 39 0.00369917920685568 -1.29823767876324
"2560" 51127 1990 37.50263 -77.00542 209.73 19169 32155 41 0.0295484695404353 -1.30288104835753
"2561" 51131 1987 37.36827 -75.90635 211.61 12226 22824 7 0.0446935473692103 -1.30481884338107
"2562" 51133 1987 37.88899 -76.42509 191.3 12346 28538 40 0.0373072200183636 -1.29586970851843
"2563" 51135 1994 37.14089 -78.05432 314.39 15830 20695 32 0.0152425803956823 -1.30950259681285
"2564" 51137 1987 38.25151 -78.00929 340.78 34246 26820 28 0.0156258996847849 -1.28992266165865
"2565" 51139 1986 38.6232 -78.48877 310.86 23895 22722 34 0.0090719669282872 -1.28343453976475
"2567" 51143 1998 36.81722 -79.39765 968.94 62807 21219 30 -0.00328084562280511 -1.31529104941772
"2568" 51145 1989 37.55156 -77.91092 260.22 28123 29987 50 0.0171231571216438 -1.30224114311227
"2569" 51147 1994 37.22224 -78.44271 349.96 23238 17534 31 0.00988043364824411 -1.30812033526953
"2570" 51149 1990 37.19045 -77.24101 265.16 36941 25620 38 0.0264299663082718 -1.30845098926167
"2571" 51153 1984 38.70822 -77.48394 336.4 430289 36842 27 0.0226136438238037 -1.28176879851515
"2572" 51155 2012 37.05456 -80.70876 319.86 34736 21623 51 -0.0213560506863876 -1.31093875519987
"2573" 51157 1986 38.68946 -78.16015 266.23 7456 39735 22 0.0134971802743704 -1.28222783959813
"2574" 51159 1987 37.94107 -76.72812 191.49 9059 20812 34 0.0331518913315627 -1.29506446967134
"2575" 51161 2007 37.2647 -80.05473 250.52 92901 31617 48 -0.0122997210314972 -1.30735149566991
"2576" 51163 1994 37.80911 -79.45031 597.56 22394 23022 41 -0.00395630876652961 -1.29780846058526
"2577" 51165 1987 38.51659 -78.88477 849.09 77391 26226 38 0.00372991269487052 -1.28534005449124
"2580" 51171 1984 38.86481 -78.57413 508.78 42583 24913 47 0.00789302010207812 -1.27918435333649
"2582" 51175 1991 36.72051 -77.10064 599.15 18409 21212 23 0.0285418636274918 -1.31668997609562
"2583" 51177 1987 38.19426 -77.64733 401.5 125684 31352 41 0.0205543270577825 -1.2908626783742
"2584" 51179 1984 38.42354 -77.45849 268.96 134352 35568 42 0.0230467088480573 -1.28677901165309
"2585" 51181 1990 37.10453 -76.90449 278.95 6844 23986 32 0.0310985522842109 -1.30986296395149
"2586" 51183 1990 36.92353 -77.26053 490.22 11972 16974 35 0.0262552669467005 -1.31315931790807
"2588" 51187 1984 38.91629 -78.21302 213.47 38070 30069 24 0.0127440599271795 -1.27823797957184
"2590" 51193 1987 38.11034 -76.83382 229.38 17524 26936 31 0.0316385741835294 -1.29211808402312
"2593" 51199 1989 37.21429 -76.53537 104.78 66146 36755 27 0.0361319887421746 -1.3077987216165
"2594" 51650 1990 37.05003 -76.36036 51.41 136836 24715 12 0.0386253369912535 -1.31062348735631
"2595" 51700 1990 37.10789 -76.52052 68.71 180726 25196 16 0.0363884030461855 -1.3096674484915
"2596" 51810 1990 36.74637 -76.04992 249.02 447021 31589 9 0.0430811046583534 -1.31583855328526
"2636" 54001 1989 39.13237 -79.99775 341.06 16493 17897 24 -0.0112260157332681 -1.27444439868723
"2637" 54003 1983 39.46489 -78.0275 321.14 107098 26183 26 0.0151238481899406 -1.26854478896374
"2639" 54007 2002 38.70119 -80.72085 510.81 14468 18141 39 -0.0210464162948955 -1.28191939777128
"2640" 54009 1994 40.28358 -80.58062 89.21 23853 22793 17 -0.0187385064971 -1.25407432867573
"2642" 54013 2002 38.84577 -81.11772 279.25 7607 18128 52 -0.0263466186623802 -1.27927296150471
"2644" 54017 1998 39.27137 -80.70922 319.72 8178 16042 45 -0.0207258460350691 -1.2718757446828
"2645" 54019 2012 38.02496 -81.07261 661.55 45869 18152 45 -0.0260304398146228 -1.29374833477342
"2646" 54021 2002 38.92264 -80.86218 338.5 8732 15686 52 -0.0228827441335458 -1.27798476131628
"2647" 54023 1985 39.10606 -79.20344 477.37 11816 20405 52 -0.0005750104991575 -1.27495731850907
"2648" 54025 2002 37.94738 -80.4525 1019.57 35820 21025 43 -0.0176074940987023 -1.29525783831613
"2649" 54027 1985 39.31838 -78.6228 640.25 23709 17388 64 0.0071927508126628 -1.27119594918568
"2650" 54029 1994 40.53217 -80.57893 82.61 30305 23381 7 -0.0186508891460974 -1.24969802898535
"2651" 54031 1989 39.01167 -78.86564 582.31 13866 19193 60 0.00396154669190633 -1.27661458171563
"2652" 54033 1998 39.28658 -80.38402 416.01 69141 21846 10 -0.0163704477797534 -1.27167123884461
"2653" 54035 2007 38.84658 -81.67288 464.35 29234 21855 48 -0.0338181244471045 -1.27908297616078
"2654" 54037 1982 39.31058 -77.86483 209.64 54504 29602 10 0.0173320431310747 -1.27123558392356
"2656" 54041 1998 38.99753 -80.50547 384.9 16371 20112 35 -0.0180674892735738 -1.27674206672989
"2660" 54049 1994 39.51234 -80.23813 308.74 56678 22024 28 -0.014373343469977 -1.26771747819043
"2661" 54051 1994 39.86919 -80.66577 305.43 32674 22545 17 -0.0199776072534339 -1.26135438956288
"2664" 54057 1985 39.41122 -78.94855 327.83 27956 20540 57 0.00283220207430783 -1.26957737228276
"2666" 54061 1989 39.63298 -80.03541 360.06 100332 23610 27 -0.011649814398022 -1.26561997453945
"2667" 54063 2007 37.56066 -80.54484 472.75 13463 19166 46 -0.0189651648478419 -1.30205522019044
"2668" 54065 1983 39.55707 -78.27147 229.07 17471 21801 50 0.0118523466586057 -1.26695547660162
"2669" 54067 2002 38.29458 -80.79551 646.82 26229 20455 34 -0.0221766657517346 -1.28906746981838
"2670" 54069 1994 40.10427 -80.62538 105.82 44075 24901 0 -0.0193777659194081 -1.25722275606566
"2671" 54071 1989 38.68088 -79.3601 696.05 7566 19328 56 -0.00269224600678927 -1.28244725750839
"2672" 54073 2002 39.37378 -81.1729 130.1 7595 19035 40 -0.0268923523937446 -1.26995548417956
"2673" 54075 1994 38.33163 -80.00874 940.28 8692 17861 39 -0.0114993089812811 -1.28855392047525
"2674" 54077 1989 39.46883 -79.67153 648.81 33832 20438 36 -0.00681978583667265 -1.26854719252547
"2677" 54083 1994 38.77522 -79.88044 1039.68 29384 18974 29 -0.00970065957862769 -1.28075078334485
"2678" 54085 2002 39.18257 -81.06252 451.99 10236 18337 53 -0.0254848718165694 -1.27335427868409
"2681" 54091 1994 39.33592 -80.04796 172.77 16991 20092 19 -0.0118657966764079 -1.27085185862748
"2682" 54093 1989 39.11284 -79.55997 418.92 6995 19579 13 -0.00535714756017967 -1.27482672150681
"2683" 54095 1996 39.47085 -80.88633 256.29 9037 19097 37 -0.0230320856584883 -1.26832082666402
"2684" 54097 1998 38.9032 -80.23494 354.64 24477 18831 31 -0.0144521192949767 -1.2784504984773
"2686" 54101 1998 38.49581 -80.41793 553.47 9043 16899 34 -0.017008503715536 -1.28559918509366
"2687" 54103 1994 39.61218 -80.63567 358.06 16422 21281 33 -0.0196484032088752 -1.26588754713957
"2688" 54105 2002 39.02441 -81.37413 232.51 5847 18731 55 -0.0297244507394308 -1.27605007369495
"2689" 54107 2002 39.21804 -81.51679 366.26 86701 23413 27 -0.0315551858719375 -1.2725931225051
"2691" 55001 2005 43.97241 -89.76077 645.65 20679 22296 42 -0.132378502799706 -1.18200789781732
"2692" 55003 2012 46.26731 -90.67539 1045.04 15992 20367 29 -0.138901645195607 -1.14088266275701
"2695" 55009 1998 44.44991 -88.0001 529.71 253032 27344 7 -0.109684044291206 -1.17593283634146
"2698" 55015 1999 44.08063 -88.21626 318.24 49634 28182 2 -0.112973256759186 -1.18211596691663
"2701" 55021 2003 43.46792 -89.33267 765.53 56539 28160 14 -0.127997659973378 -1.19138382546791
"2703" 55025 2005 43.06816 -89.4205 1197.24 503523 33118 11 -0.12985411862908 -1.19823694302397
"2704" 55027 2000 43.41988 -88.70706 875.63 88415 24691 2 -0.120237315944639 -1.19303874910947
"2705" 55029 1998 44.91052 -87.34439 481.98 27817 29437 17 -0.100875861052092 -1.16863529836213
"2709" 55037 2003 45.84817 -88.40666 488.2 4482 22030 46 -0.112340707406062 -1.15114207511811
"2710" 55039 2000 43.75436 -88.49309 719.55 101843 25934 4 -0.116976269903226 -1.18747063533258
"2711" 55041 2003 45.66396 -88.77032 1014.07 9206 20992 32 -0.117068711508211 -1.15390015881061
"2714" 55047 2003 43.80064 -89.04294 349.44 19039 25762 7 -0.123759898298775 -1.18596734813349
"2716" 55051 2012 46.26114 -90.24315 758.17 5934 22154 28 -0.133724210614839 -1.14160927784768
"2718" 55055 2003 43.02303 -88.77265 556.47 84498 25445 4 -0.121763527085274 -1.19988218690558
"2719" 55057 2007 43.92332 -90.10543 766.93 26631 23695 40 -0.136762798250585 -1.18237438859028
"2720" 55059 1999 42.584 -88.04144 271.99 167936 26936 5 -0.113247991378126 -1.20845767022051
"2721" 55061 1998 44.50571 -87.61538 342.52 20624 24936 2 -0.104836440331567 -1.17539462818956
"2724" 55067 2003 45.2634 -89.06904 870.64 19646 22295 32 -0.121422396871898 -1.16048032213889
"2725" 55069 2005 45.34241 -89.72905 878.97 28392 23987 40 -0.129325011599153 -1.1582379565364
"2726" 55071 1998 44.11418 -87.8103 589.08 80671 25831 4 -0.107869664338491 -1.18200258240773
"2727" 55073 2005 44.89973 -89.75366 1544.98 134735 26763 16 -0.130485125211076 -1.16589045409627
"2728" 55075 1999 45.3802 -88.0399 1399.35 41563 23827 47 -0.108659479211538 -1.15969640269104
"2729" 55077 2005 43.82004 -89.39315 455.6 15205 23139 25 -0.128092488532191 -1.18516527946148
"2730" 55078 1999 45.00581 -88.70652 357.61 4340 15346 38 -0.117446388706946 -1.16541251278552
"2731" 55079 1999 43.00774 -87.96416 241.4 955205 24051 0 -0.111577243353977 -1.20114173997869
"2733" 55083 1999 45.02017 -88.26157 997.99 37442 25852 32 -0.11196520605783 -1.16569976680004
